entity1,relation,entity2
Shallow Grave,RELEASED_ON,1995-02-10
Shallow Grave,HAS_IMDB_RATING,7.4
Suture,HAS_ACTOR,Dennis Haysbert
Suture,HAS_ACTOR,Mel Harris
Suture,HAS_ACTOR,Sab Shimono
Suture,HAS_ACTOR,Dina Merrill
Suture,HAS_DIRECTOR,David Siegel|Scott McGehee
Suture,IN_GENRE,Film-Noir
Suture,IN_GENRE,Thriller
Suture,RELEASED_ON,1994-08-24
Suture,HAS_IMDB_RATING,6.7
Strawberry and Chocolate (Fresa y chocolate),HAS_ACTOR,Jorge Perugorría
Strawberry and Chocolate (Fresa y chocolate),HAS_ACTOR,Francisco Gattorno
Strawberry and Chocolate (Fresa y chocolate),HAS_ACTOR,Vladimir Cruz
Strawberry and Chocolate (Fresa y chocolate),HAS_ACTOR,Mirta Ibarra
Strawberry and Chocolate (Fresa y chocolate),HAS_DIRECTOR,Juan Carlos Tabío|Tomás Gutiérrez Alea
Strawberry and Chocolate (Fresa y chocolate),IN_GENRE,Drama
Strawberry and Chocolate (Fresa y chocolate),RELEASED_ON,1995-01-20
Strawberry and Chocolate (Fresa y chocolate),HAS_IMDB_RATING,7.4
Swimming with Sharks,HAS_ACTOR,Kevin Spacey
Swimming with Sharks,HAS_ACTOR,Frank Whaley
Swimming with Sharks,HAS_ACTOR,Benicio Del Toro
Swimming with Sharks,HAS_ACTOR,Michelle Forbes
Swimming with Sharks,HAS_DIRECTOR,George Huang
Swimming with Sharks,IN_GENRE,Drama
Swimming with Sharks,IN_GENRE,Comedy
Swimming with Sharks,RELEASED_ON,1995-04-21
Swimming with Sharks,HAS_IMDB_RATING,7.1
"Sum of Us, The",HAS_ACTOR,Jack Thompson
"Sum of Us, The",HAS_ACTOR,Russell Crowe
"Sum of Us, The",HAS_ACTOR,John Polson
"Sum of Us, The",HAS_ACTOR,Deborah Kennedy
"Sum of Us, The",HAS_DIRECTOR, Kevin Dowling|Geoff Burton
"Sum of Us, The",IN_GENRE,Drama
"Sum of Us, The",IN_GENRE,Comedy
"Sum of Us, The",RELEASED_ON,1995-03-08
"Sum of Us, The",HAS_IMDB_RATING,7.4
National Lampoon's Senior Trip,HAS_ACTOR,Matt Frewer
National Lampoon's Senior Trip,HAS_ACTOR,Tommy Chong
National Lampoon's Senior Trip,HAS_ACTOR,Valerie Mahaffey
National Lampoon's Senior Trip,HAS_ACTOR,Lawrence Dane
National Lampoon's Senior Trip,HAS_DIRECTOR,Kelly Makin
National Lampoon's Senior Trip,IN_GENRE,Comedy
National Lampoon's Senior Trip,RELEASED_ON,1995-09-08
National Lampoon's Senior Trip,HAS_IMDB_RATING,5.5
To Live (Huozhe),HAS_ACTOR,Jiang Wu
To Live (Huozhe),HAS_ACTOR,Ge You
To Live (Huozhe),HAS_ACTOR,Gong Li
To Live (Huozhe),HAS_ACTOR,Ben Niu
To Live (Huozhe),HAS_DIRECTOR,Yimou Zhang
To Live (Huozhe),IN_GENRE,Drama
To Live (Huozhe),RELEASED_ON,1994-12-16
To Live (Huozhe),HAS_IMDB_RATING,8.3
Tank Girl,HAS_ACTOR,Lori Petty
Tank Girl,HAS_ACTOR,Don Harvey
Tank Girl,HAS_ACTOR,Naomi Watts
Tank Girl,HAS_ACTOR,Ice-T
Tank Girl,HAS_DIRECTOR,Rachel Talalay
Tank Girl,IN_GENRE,Comedy
Tank Girl,IN_GENRE,Action
Tank Girl,IN_GENRE,Sci-Fi
Tank Girl,RELEASED_ON,1995-03-31
Tank Girl,HAS_IMDB_RATING,5.2
Tales from the Crypt Presents: Demon Knight,HAS_ACTOR,John Kassir
Tales from the Crypt Presents: Demon Knight,HAS_ACTOR,Jada Pinkett Smith
Tales from the Crypt Presents: Demon Knight,HAS_ACTOR,William Sadler
Tales from the Crypt Presents: Demon Knight,HAS_ACTOR,Billy Zane
Tales from the Crypt Presents: Demon Knight,HAS_DIRECTOR,Ernest R. Dickerson
Tales from the Crypt Presents: Demon Knight,IN_GENRE,Thriller
Tales from the Crypt Presents: Demon Knight,IN_GENRE,Horror
Tales from the Crypt Presents: Demon Knight,RELEASED_ON,1995-01-13
Tales from the Crypt Presents: Demon Knight,HAS_IMDB_RATING,6.7
Star Trek: Generations,HAS_ACTOR,Patrick Stewart
Star Trek: Generations,HAS_ACTOR,Brent Spiner
Star Trek: Generations,HAS_ACTOR,Jonathan Frakes
Star Trek: Generations,HAS_ACTOR,LeVar Burton
Star Trek: Generations,HAS_DIRECTOR,David Carson
Star Trek: Generations,IN_GENRE,Drama
Star Trek: Generations,IN_GENRE,Sci-Fi
Star Trek: Generations,IN_GENRE,Adventure
Star Trek: Generations,RELEASED_ON,1994-11-18
Star Trek: Generations,HAS_IMDB_RATING,6.6
Tales from the Hood,HAS_ACTOR,Samuel Monroe Jr.
Tales from the Hood,HAS_ACTOR,De'aundre Bonds
Tales from the Hood,HAS_ACTOR,Joe Torry
Tales from the Hood,HAS_ACTOR,Clarence Williams III
Tales from the Hood,HAS_DIRECTOR,Rusty Cundieff
Tales from the Hood,IN_GENRE,Action
Tales from the Hood,IN_GENRE,Crime
Tales from the Hood,IN_GENRE,Horror
Tales from the Hood,RELEASED_ON,1995-05-24
Tales from the Hood,HAS_IMDB_RATING,6.1
Tom & Viv,HAS_ACTOR,Willem Dafoe
Tom & Viv,HAS_ACTOR,Miranda Richardson
Tom & Viv,HAS_ACTOR,Tim Dutton
Tom & Viv,HAS_ACTOR,Rosemary Harris
Tom & Viv,HAS_DIRECTOR,Brian Gilbert
Tom & Viv,IN_GENRE,Drama
Tom & Viv,RELEASED_ON,1994-12-02
Tom & Viv,HAS_IMDB_RATING,6.5
Village of the Damned,HAS_ACTOR,Christopher Reeve
Village of the Damned,HAS_ACTOR,Michael Paré
Village of the Damned,HAS_ACTOR,Kirstie Alley
Village of the Damned,HAS_ACTOR,Linda Kozlowski
Village of the Damned,HAS_DIRECTOR,John Carpenter
Village of the Damned,IN_GENRE,Horror
Village of the Damned,IN_GENRE,Sci-Fi
Village of the Damned,RELEASED_ON,1995-04-28
Village of the Damned,HAS_IMDB_RATING,5.6
Tommy Boy,HAS_ACTOR,Chris Farley
Tommy Boy,HAS_ACTOR,Bo Derek
Tommy Boy,HAS_ACTOR,David Spade
Tommy Boy,HAS_ACTOR,Brian Dennehy
Tommy Boy,HAS_DIRECTOR,Peter Segal
Tommy Boy,IN_GENRE,Comedy
Tommy Boy,RELEASED_ON,1995-03-31
Tommy Boy,HAS_IMDB_RATING,7.0
